caseid,age_5,age_10,gender,marital,how_often_rushed,health,mental_health,annual_income,household_income
8706,60 to 64,55 to 64,Male,Married,... never,... excellent?,... excellent?,"$50,000 to $59,999","$60,000 to $79,999"
8707,35 to 39,35 to 44,Female,Living common-law,... a few times a week?,... fair?,... fair?,"$5,000 to $9,999","$40,000 to $49,999"
8708,55 to 59,55 to 64,Female,Married,... about once a month?,... good?,... very good?,"$15,000 to $19,999","$40,000 to $49,999"
8709,35 to 39,35 to 44,Female,Living common-law,... a few times a week?,... good?,... good?,"$5,000 to $9,999","$15,000 to $19,999"
8710,35 to 39,35 to 44,Female,Married,... every day?,... very good?,... very good?,"$80,000 to $99,999","$150,000 or more"
8711,60 to 64,55 to 64,Female,Widowed,... less than once a month?,... excellent?,... excellent?,Not stated,Not stated
8712,25 to 29,25 to 34,Female,Single (Never married),... every day?,... very good?,... good?,"$20,000 to $29,999","$80,000 to $99,999"
8713,60 to 64,55 to 64,Female,Single (Never married),... every day?,... excellent?,... very good?,"$40,000 to $49,999","$40,000 to $49,999"
8714,15 to 17,15 to 24,Male,Single (Never married),... a few times a week?,... very good?,... very good?,"$5,000 to $9,999",Don't know
8715,20 to 24,15 to 24,Female,Single (Never married),... about once a week?,... very good?,... poor?,"$5,000 to $9,999","$60,000 to $79,999"
8716,60 to 64,55 to 64,Male,Married,Don't know,... good?,... very good?,Not stated,Not stated
8717,75 to 79,75 years and over,Male,Separated,... never,... fair?,... very good?,"$5,000 to $9,999","$5,000 to $9,999"
8718,50 to 54,45 to 54,Male,Married,... every day?,... good?,... good?,"$50,000 to $59,999","$100,000 to $149,999"
8719,30 to 34,25 to 34,Female,Married,... about once a month?,... good?,... good?,"$30,000 to $39,999",Not stated
8720,75 to 79,75 years and over,Female,Widowed,... every day?,... good?,... very good?,"$10,000 to $14,999","$10,000 to $14,999"
8721,55 to 59,55 to 64,Male,Divorced,... less than once a month?,... fair?,... good?,"$15,000 to $19,999","$30,000 to $39,999"
8722,30 to 34,25 to 34,Male,Married,... about once a week?,... fair?,... good?,"$60,000 to $79,999","$80,000 to $99,999"
8723,75 to 79,75 years and over,Female,Single (Never married),... about once a week?,... fair?,... good?,Not stated,Not stated
8724,40 to 44,35 to 44,Male,Married,... about once a week?,... very good?,... very good?,"$60,000 to $79,999","$100,000 to $149,999"
8725,60 to 64,55 to 64,Male,Widowed,... every day?,... good?,... good?,"$40,000 to $49,999","$40,000 to $49,999"
8726,50 to 54,45 to 54,Male,Married,... about once a week?,... good?,... good?,Not stated,Not stated
8727,25 to 29,25 to 34,Female,Living common-law,... about once a week?,... good?,... very good?,"$50,000 to $59,999","$80,000 to $99,999"
8728,65 to 69,65 to 74,Male,Married,... about once a month?,... very good?,... very good?,"$10,000 to $14,999","$20,000 to $29,999"
8729,55 to 59,55 to 64,Female,Married,... a few times a week?,... very good?,... excellent?,"$50,000 to $59,999","$100,000 to $149,999"
8730,40 to 44,35 to 44,Male,Single (Never married),... about once a week?,... good?,... good?,"$60,000 to $79,999","$60,000 to $79,999"
8731,65 to 69,65 to 74,Male,Single (Never married),... about once a month?,... good?,... good?,"$40,000 to $49,999","$40,000 to $49,999"
8732,60 to 64,55 to 64,Female,Living common-law,... every day?,... very good?,... very good?,"$60,000 to $79,999","$60,000 to $79,999"
8733,60 to 64,55 to 64,Male,Married,... about once a month?,... good?,... good?,"$60,000 to $79,999","$150,000 or more"
8734,30 to 34,25 to 34,Male,Married,... about once a month?,... excellent?,... excellent?,"$100,000 or more","$150,000 or more"
8735,30 to 34,25 to 34,Female,Living common-law,... a few times a week?,... very good?,... very good?,"$50,000 to $59,999","$100,000 to $149,999"
8736,20 to 24,15 to 24,Female,Single (Never married),... every day?,... fair?,... very good?,"$10,000 to $14,999","$10,000 to $14,999"
8737,40 to 44,35 to 44,Male,Married,... every day?,... very good?,... very good?,"$50,000 to $59,999","$60,000 to $79,999"
8738,40 to 44,35 to 44,Female,Single (Never married),... never,... good?,... good?,"Less than $5,000","Less than $5,000"
8739,80 years and over,75 years and over,Male,Married,... every day?,... fair?,... good?,Not stated,Not stated
8740,60 to 64,55 to 64,Female,Married,... less than once a month?,... good?,... excellent?,No income,"$50,000 to $59,999"
8741,35 to 39,35 to 44,Male,Single (Never married),... every day?,... good?,... good?,"$40,000 to $49,999","$40,000 to $49,999"
8742,65 to 69,65 to 74,Female,Married,... about once a month?,... good?,... very good?,Don't know,"$40,000 to $49,999"
8743,40 to 44,35 to 44,Male,Single (Never married),... every day?,... good?,... very good?,"$20,000 to $29,999","$20,000 to $29,999"
8744,65 to 69,65 to 74,Female,Living common-law,... about once a month?,... very good?,... very good?,Not stated,Not stated
8745,55 to 59,55 to 64,Female,Married,... every day?,... very good?,... very good?,Don't know,"$60,000 to $79,999"
8746,18 to 19,15 to 24,Male,Single (Never married),... every day?,... poor?,... very good?,Don't know,Don't know
8747,80 years and over,75 years and over,Male,Widowed,... less than once a month?,... good?,... excellent?,Not stated,Not stated
8748,45 to 49,45 to 54,Female,Separated,... every day?,... very good?,... good?,"$30,000 to $39,999","$30,000 to $39,999"
8749,30 to 34,25 to 34,Male,Living common-law,... about once a week?,... very good?,... good?,"$50,000 to $59,999","$60,000 to $79,999"
8750,70 to 74,65 to 74,Female,Married,... a few times a week?,... good?,... very good?,"$5,000 to $9,999","$30,000 to $39,999"
8751,45 to 49,45 to 54,Female,Separated,... every day?,... good?,... good?,"$50,000 to $59,999","$60,000 to $79,999"
8752,25 to 29,25 to 34,Male,Single (Never married),... about once a week?,... very good?,... excellent?,"$30,000 to $39,999","$30,000 to $39,999"
8753,50 to 54,45 to 54,Male,Divorced,... about once a week?,... good?,... good?,"$60,000 to $79,999","$60,000 to $79,999"
8754,40 to 44,35 to 44,Female,Married,... every day?,... very good?,... good?,"$80,000 to $99,999","$150,000 or more"
8755,70 to 74,65 to 74,Male,Widowed,... about once a month?,... good?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
8756,50 to 54,45 to 54,Male,Living common-law,... a few times a week?,... excellent?,... very good?,"$50,000 to $59,999","$100,000 to $149,999"
8757,80 years and over,75 years and over,Female,Widowed,... less than once a month?,... fair?,... good?,Not stated,Not stated
8758,55 to 59,55 to 64,Male,Married,... every day?,... very good?,... very good?,"$30,000 to $39,999","$40,000 to $49,999"
8759,70 to 74,65 to 74,Female,Widowed,... about once a week?,... good?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
8760,80 years and over,75 years and over,Female,Married,... a few times a week?,... good?,... good?,Not stated,Not stated
8761,65 to 69,65 to 74,Female,Widowed,... less than once a month?,... fair?,... good?,Not stated,Not stated
8762,35 to 39,35 to 44,Male,Married,... every day?,... excellent?,... very good?,Not stated,Not stated
8763,40 to 44,35 to 44,Female,Married,... every day?,... very good?,... good?,"$40,000 to $49,999","$100,000 to $149,999"
8764,50 to 54,45 to 54,Female,Married,... about once a week?,... very good?,... very good?,Not stated,Not stated
8765,60 to 64,55 to 64,Male,Married,... about once a week?,... good?,... very good?,Don't know,Don't know
8766,80 years and over,75 years and over,Female,Widowed,... never,... fair?,... very good?,Don't know,Don't know
8767,30 to 34,25 to 34,Male,Single (Never married),... a few times a week?,... good?,... very good?,"$10,000 to $14,999",Don't know
8768,15 to 17,15 to 24,Female,Single (Never married),... a few times a week?,... good?,... very good?,"Less than $5,000","$50,000 to $59,999"
8769,18 to 19,15 to 24,Male,Single (Never married),... never,... good?,... good?,"$5,000 to $9,999","$20,000 to $29,999"
8770,50 to 54,45 to 54,Female,Divorced,... about once a week?,... excellent?,... excellent?,"$50,000 to $59,999","$50,000 to $59,999"
8771,60 to 64,55 to 64,Female,Widowed,... about once a month?,... excellent?,... very good?,Not stated,Not stated
8772,55 to 59,55 to 64,Male,Divorced,... every day?,... good?,... poor?,"$80,000 to $99,999","$80,000 to $99,999"
8773,65 to 69,65 to 74,Male,Divorced,... never,... good?,... very good?,"$20,000 to $29,999","$20,000 to $29,999"
8774,55 to 59,55 to 64,Female,Married,... about once a month?,... very good?,... good?,"Less than $5,000","$15,000 to $19,999"
8775,75 to 79,75 years and over,Female,Widowed,... never,... fair?,... very good?,Not stated,Not stated
8776,65 to 69,65 to 74,Male,Married,... never,... very good?,... very good?,"$60,000 to $79,999","$100,000 to $149,999"
8777,55 to 59,55 to 64,Male,Divorced,... never,... excellent?,... excellent?,"$30,000 to $39,999","$30,000 to $39,999"
8778,35 to 39,35 to 44,Female,Married,... a few times a week?,... good?,... good?,"$15,000 to $19,999","$50,000 to $59,999"
8779,45 to 49,45 to 54,Female,Married,... a few times a week?,... very good?,... very good?,Not stated,Not stated
8780,20 to 24,15 to 24,Female,Single (Never married),... about once a week?,... very good?,... excellent?,"Less than $5,000","$40,000 to $49,999"
8781,80 years and over,75 years and over,Male,Married,... about once a month?,... very good?,... very good?,Don't know,Don't know
8782,45 to 49,45 to 54,Female,Married,... never,... good?,... very good?,Not stated,Not stated
8783,55 to 59,55 to 64,Female,Married,... a few times a week?,... excellent?,... very good?,"$20,000 to $29,999","$60,000 to $79,999"
8784,40 to 44,35 to 44,Male,Married,... every day?,... very good?,... very good?,"$100,000 or more","$150,000 or more"
8785,60 to 64,55 to 64,Male,Married,... every day?,... good?,... good?,"$100,000 or more","$150,000 or more"
8786,45 to 49,45 to 54,Female,Married,... a few times a week?,... very good?,... very good?,"$20,000 to $29,999","$60,000 to $79,999"
8787,60 to 64,55 to 64,Female,Divorced,... about once a month?,... good?,... fair?,Not stated,Not stated
8788,25 to 29,25 to 34,Male,Married,... a few times a week?,... very good?,... excellent?,"$40,000 to $49,999","$80,000 to $99,999"
8789,35 to 39,35 to 44,Female,Married,... every day?,... very good?,... good?,"$60,000 to $79,999","$150,000 or more"
8790,30 to 34,25 to 34,Male,Single (Never married),... a few times a week?,... very good?,... very good?,"$40,000 to $49,999","$40,000 to $49,999"
8791,35 to 39,35 to 44,Female,Married,... every day?,... fair?,... good?,"$40,000 to $49,999","$10,000 to $14,999"
8792,75 to 79,75 years and over,Female,Widowed,... about once a month?,... good?,... very good?,"$20,000 to $29,999","$20,000 to $29,999"
8793,70 to 74,65 to 74,Female,Widowed,... about once a month?,... very good?,... very good?,"$40,000 to $49,999","$40,000 to $49,999"
8794,25 to 29,25 to 34,Female,Living common-law,... every day?,... very good?,... fair?,"$60,000 to $79,999","$100,000 to $149,999"
8795,55 to 59,55 to 64,Male,Divorced,... about once a week?,... good?,... good?,"$5,000 to $9,999","$5,000 to $9,999"
8796,45 to 49,45 to 54,Female,Married,... every day?,... good?,... good?,No income,"$30,000 to $39,999"
8797,75 to 79,75 years and over,Male,Married,... a few times a week?,... very good?,... very good?,"$20,000 to $29,999","$30,000 to $39,999"
8798,35 to 39,35 to 44,Female,Single (Never married),... a few times a week?,... good?,... good?,"$5,000 to $9,999","$5,000 to $9,999"
8799,45 to 49,45 to 54,Female,Separated,... a few times a week?,... poor?,... fair?,"$60,000 to $79,999","$60,000 to $79,999"
8800,50 to 54,45 to 54,Female,Married,... every day?,... excellent?,... good?,"$15,000 to $19,999",Not stated
8801,35 to 39,35 to 44,Male,Married,... every day?,Not stated,Not stated,Not stated,Not stated
8802,18 to 19,15 to 24,Female,Single (Never married),... about once a month?,... excellent?,... excellent?,"Less than $5,000","$40,000 to $49,999"
8803,35 to 39,35 to 44,Female,Living common-law,... a few times a week?,... very good?,... very good?,"$20,000 to $29,999","$30,000 to $39,999"
8804,70 to 74,65 to 74,Male,Divorced,... about once a week?,... excellent?,... excellent?,"$5,000 to $9,999","$5,000 to $9,999"
8805,75 to 79,75 years and over,Male,Married,... every day?,... very good?,... very good?,"$30,000 to $39,999","$50,000 to $59,999"
8806,80 years and over,75 years and over,Female,Widowed,... every day?,... poor?,... fair?,Don't know,Don't know
8807,30 to 34,25 to 34,Female,Living common-law,... every day?,... good?,... good?,"$30,000 to $39,999","$80,000 to $99,999"
8808,70 to 74,65 to 74,Male,Widowed,... a few times a week?,... good?,... very good?,"$100,000 or more","$100,000 to $149,999"
8809,35 to 39,35 to 44,Female,Living common-law,... a few times a week?,... good?,... very good?,"$80,000 to $99,999","$100,000 to $149,999"
8810,45 to 49,45 to 54,Female,Married,... every day?,... very good?,... excellent?,"$50,000 to $59,999","$100,000 to $149,999"
8811,50 to 54,45 to 54,Male,Single (Never married),... about once a month?,... very good?,... excellent?,"$80,000 to $99,999","$80,000 to $99,999"
8812,65 to 69,65 to 74,Male,Married,... about once a month?,... good?,... good?,"$40,000 to $49,999","$60,000 to $79,999"
8813,80 years and over,75 years and over,Male,Married,... less than once a month?,... excellent?,... very good?,"$30,000 to $39,999","$60,000 to $79,999"
8814,25 to 29,25 to 34,Female,Single (Never married),... a few times a week?,... good?,... fair?,"$20,000 to $29,999",Don't know
8815,50 to 54,45 to 54,Female,Divorced,... every day?,... fair?,... poor?,"$5,000 to $9,999","$5,000 to $9,999"
8816,60 to 64,55 to 64,Male,Married,... every day?,... good?,... very good?,Not stated,Not stated
8817,80 years and over,75 years and over,Male,Married,... about once a month?,... fair?,... good?,Don't know,Don't know
8818,65 to 69,65 to 74,Male,Married,... about once a month?,... very good?,... good?,"$15,000 to $19,999","$20,000 to $29,999"
8819,40 to 44,35 to 44,Male,Single (Never married),... a few times a week?,... good?,... excellent?,"$30,000 to $39,999","$60,000 to $79,999"
8820,30 to 34,25 to 34,Female,Married,... about once a month?,... good?,... good?,Not stated,Not stated
8821,70 to 74,65 to 74,Male,Married,... less than once a month?,... very good?,... very good?,"$40,000 to $49,999","$50,000 to $59,999"
8822,18 to 19,15 to 24,Male,Single (Never married),... about once a week?,... good?,... good?,"Less than $5,000","$100,000 to $149,999"
8823,40 to 44,35 to 44,Male,Married,... every day?,... very good?,... very good?,"$80,000 to $99,999","$100,000 to $149,999"
8824,65 to 69,65 to 74,Male,Single (Never married),... every day?,... good?,... excellent?,"$30,000 to $39,999","$30,000 to $39,999"
8825,50 to 54,45 to 54,Female,Divorced,... about once a month?,... good?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
8826,40 to 44,35 to 44,Female,Married,... never,... good?,... very good?,"$30,000 to $39,999","$60,000 to $79,999"
8827,50 to 54,45 to 54,Female,Married,... about once a month?,... excellent?,... excellent?,"$40,000 to $49,999","$80,000 to $99,999"
8828,50 to 54,45 to 54,Female,Living common-law,... every day?,... excellent?,... excellent?,No income,"$20,000 to $29,999"
8829,75 to 79,75 years and over,Male,Married,... about once a month?,... very good?,... good?,"$50,000 to $59,999","$100,000 to $149,999"
8830,55 to 59,55 to 64,Male,Married,... every day?,... fair?,... excellent?,"$100,000 or more","$100,000 to $149,999"
